Wine,3,10,0,59.550561797752806,98.31460674157303,75.0,97.95918367346938,50.0,100.0,60.0,98.96907216494844,19.19784688949585,0.18861913681030273
Wine,3,10,0,55.61797752808989,97.19101123595506,75.86206896551724,94.11764705882354,45.833333333333336,100.0,57.14285714285714,96.96969696969697,20.11504602432251,0.17482256889343262
Iris,Iris-versicolor,10,0,94.66666666666667,95.33333333333333,88.88888888888889,92.15686274509804,96.0,94.0,92.30769230769229,93.06930693069306,1.7494707107543945,0.05401253700256348
Iris,Iris-versicolor,10,0,92.66666666666667,95.33333333333333,89.79591836734694,92.15686274509804,88.0,94.0,88.8888888888889,93.06930693069306,2.3335988521575928,0.07560920715332031
Wine,3,10,0,60.1123595505618,96.62921348314607,70.96774193548387,94.11764705882354,45.833333333333336,100.0,55.69620253164557,96.96969696969697,20.115898609161377,0.16839170455932617
Credit Approval,+,10,0,80.24502297090352,76.87595712098009,78.30508474576271,85.36585365853658,78.04054054054055,59.12162162162162,78.17258883248732,69.86027944111775,139.9767565727234,0.39156222343444824
Iris,Iris-versicolor,10,0,94.0,95.33333333333333,88.67924528301887,92.15686274509804,94.0,94.0,91.2621359223301,93.06930693069306,1.717392921447754,0.05464649200439453
Mushroom,e,10,0,100.0,97.3954642097803,100.0,96.36414099361643,100.0,99.54128440366972,100.0,97.92694965449162,26.622141122817993,2.246391773223877
Car,unacc,10,0,92.93981481481481,85.76388888888889,96.6199505358615,91.85126582278481,96.85950413223141,95.9504132231405,96.73957903425507,93.85610347615199,3.352557897567749,0.30803728103637695
Breast Cancer,recurrence-events,10,0,67.50902527075812,72.56317689530685,43.47826086956522,53.333333333333336,37.03703703703704,49.382716049382715,40.0,51.282051282051285,1.3979954719543457,0.061939239501953125
Heart Disease,0,10,0,49.158249158249156,53.1986531986532,77.77777777777777,81.59509202453988,74.375,83.125,76.03833865814696,82.35294117647058,24.55860424041748,0.2097163200378418
Letter Recognition,U,10,0,79.54,73.595,86.9620253164557,86.27167630057804,84.50184501845018,73.43173431734317,85.71428571428571,79.33554817275747,346.34654903411865,15.127316951751709
